Relation Matrix:
          A   B   C   D   E   F   G   H   I   J   K   L   M   N   O   P   Q   R   S   T   U   V   W   X   Y   Sum
N   | [  78.5   159    40  90.0  32.0   191    61  69.0     0   129    47   101    46 146.5   112   122   122   136    65] 1747.0
GO  | [ 130.0   134    88  64.0  37.0   120    92 79.25   129     0   170    38   142 127.0    69    84    14    27    98] 1642.25
P   | [ 107.0    29    69  34.0 136.0    87    50  72.0    47   170     0    16    87  79.5   146    61   133   105    61] 1489.5
LQ  | [ 103.5   111    94 141.5 136.5    98   143 72.25   101    38    16     0    65  58.0    50   178    57    77    16] 1555.75
S   | [ 140.5   129   121 106.5  51.5   106    99 95.25    46   142    87    65     0 104.5   176    25   144    73   174] 1885.25
IT  | [  92.5 100.0  95.0 73.25136.75  93.0 150.5 87.25 146.5 127.0  79.5  58.0 104.5     0  90.5 141.0 177.0  58.5 173.5] 1984.25
U   | [ 135.0    53   135  60.0  49.0    60    80 104.5   112    69   146    50   176  90.5     0    86    16   136   113] 1671.0
RV  | [  65.5    93    40 107.5  82.5    41    81 102.0   122    84    61   178    25 141.0    86     0    62   160    49] 1580.5
W   | [  52.0    24    92 108.5 134.0   129    36 69.75   122    14   133    57   144 177.0    16    62     0   126    84] 1580.25
X   | [ 119.0    14    14  34.5  63.0    88    51  83.5   136    27   105    77    73  58.5   136   160   126     0    34] 1399.5
Y   | [  49.0    97    67 101.5 106.5    47    84 139.5    65    98    61    16   174 173.5   113    49    84    34     0] 1559.0

Q-Score Matrix:
                B         C        DE         F         H         J        AK         M         N        GO         P        LQ         S        IT         U        RV         W         X         Y         Sum
B   | [         0   -1067.0   -1823.5   -2374.0 -2079.375   -1206.0   -1272.5 -2065.625  -2087.25   -1055.5  -1316.75   -1446.0   -1109.5   -2072.5   -994.25  -2154.75   -2397.5  -1010.75  -2430.25] -29963.0
C   | [   -1067.0         0   -1877.0   -1478.0 -1408.375    -710.5   -2244.0  -994.125   -619.75    -965.0  -2702.25   -1292.5   -1298.0   -1919.0  -2451.75  -1641.25   -2883.0  -2882.25  -1547.75] -29981.5
DE  | [   -1823.5   -1877.0         0    -191.5 -2200.875   -2574.0    -669.5 -2416.625  -2465.25   -1496.5  -1685.75   -1302.0   -1145.5   -1712.5   -679.25  -2298.75   -1362.5  -2585.75  -1791.25] -30278.0
F   | [   -2374.0   -1478.0    -191.5         0 -1635.375   -1050.0    -630.5 -1302.125  -1922.25   -2285.5  -2672.75    -804.0   -1763.5   -2461.0  -2386.25  -1440.75   -1422.5  -2573.75  -1527.25] -29921.0
H   | [ -2079.375 -1408.375 -2200.875 -1635.375         0 -1727.375  -911.875  -1288.75 -2815.625 -2620.875  -686.125  -743.375 -2602.875 -1167.375 -2433.625 -1740.125  -812.875 -1910.125 -1286.625] -30071.625
J   | [   -1206.0    -710.5   -2574.0   -1050.0 -1727.375         0   -1717.0 -1232.125   -182.75   -1356.0  -1797.25   -1665.5   -1851.0   -2184.0  -2464.75  -2716.25   -1132.0  -1689.25  -2586.75] -29842.5
AK  | [   -1272.5   -2244.0    -669.5    -630.5  -911.875   -1717.0         0 -2072.625  -2382.25   -1719.5  -2322.75    -715.0   -1836.5   -1008.5  -1964.25  -1855.75   -2665.5  -2214.75  -1780.25] -29983.0
M   | [ -2065.625  -994.125 -2416.625 -1302.125  -1288.75 -1232.125 -2072.625         0 -2153.875 -1864.625 -1842.375 -1904.125 -1819.625 -2062.625 -1438.875 -1393.375 -1973.625 -1545.375  -696.875] -30067.375
N   | [  -2087.25   -619.75  -2465.25  -1922.25 -2815.625   -182.75  -2382.25 -2153.875         0  -1067.25   -2390.5  -1484.75  -2804.25  -1094.25   -1402.0   -1131.5  -1131.25    -698.5   -2136.0] -29969.25
GO  | [   -1055.5    -965.0   -1496.5   -2285.5 -2620.875   -1356.0   -1719.5 -1864.625  -1067.25         0    -71.75   -2514.0    -971.5   -1340.5  -2071.25  -1710.75   -2970.5  -2555.75  -1437.25] -30074.0
P   | [  -1316.75  -2702.25  -1685.75  -2672.75  -686.125  -1797.25  -2322.75 -1842.375   -2390.5    -71.75         0  -2757.25  -1808.75  -2042.75    -532.5   -1972.0   -675.75    -999.0   -1950.5] -30226.75
LQ  | [   -1446.0   -1292.5   -1302.0    -804.0  -743.375   -1665.5    -715.0 -1904.125  -1484.75   -2514.0  -2757.25         0   -2271.0   -2496.0  -2326.75     67.75   -2110.0  -1569.25  -2826.75] -30160.5
S   | [   -1109.5   -1298.0   -1145.5   -1763.5 -2602.875   -1851.0   -1836.5 -1819.625  -2804.25    -971.5  -1808.75   -2271.0         0   -1988.5   -388.25  -3015.75    -873.5  -1970.75   -312.25] -29831.0
IT  | [   -2072.5   -1919.0   -1712.5   -2461.0 -1167.375   -2184.0   -1008.5 -2062.625  -1094.25   -1340.5  -2042.75   -2496.0   -1988.5         0  -2026.25  -1026.75    -378.5  -2330.75   -420.25] -29732.0
U   | [   -994.25  -2451.75   -679.25  -2386.25 -2433.625  -2464.75  -1964.25 -1438.875   -1402.0  -2071.25    -532.5  -2326.75   -388.25  -2026.25         0   -1703.5  -2963.25    -622.5   -1196.0] -30045.25
RV  | [  -2154.75  -1641.25  -2298.75  -1440.75 -1740.125  -2716.25  -1855.75 -1393.375   -1131.5  -1710.75   -1972.0     67.75  -3015.75  -1026.75   -1703.5         0  -2044.75    -100.0   -2257.5] -30135.75
W   | [   -2397.5   -2883.0   -1362.5   -1422.5  -812.875   -1132.0   -2665.5 -1973.625  -1131.25   -2970.5   -675.75   -2110.0    -873.5    -378.5  -2963.25  -2044.75         0   -711.75  -1627.25] -30136.0
X   | [  -1010.75  -2882.25  -2585.75  -2573.75 -1910.125  -1689.25  -2214.75 -1545.375    -698.5  -2555.75    -999.0  -1569.25  -1970.75  -2330.75    -622.5    -100.0   -711.75         0   -2346.5] -30316.75
Y   | [  -2430.25  -1547.75  -1791.25  -1527.25 -1286.625  -2586.75  -1780.25  -696.875   -2136.0  -1437.25   -1950.5  -2826.75   -312.25   -420.25   -1196.0   -2257.5  -1627.25   -2346.5         0] -30157.25

Relation Matrix:
            B     C    DE     F     H     J    AK     M     N    GO     P    LQ    IT     U   SRV     W     X     Y       Sum
B   | [     0 134.5  76.0 65.25 73.25 134.5 123.0 74.25  78.5 130.0 107.0 103.5  90.5  92.5 135.0  52.0 119.0  49.0] 1637.75
C   | [ 134.5     0    72 114.0 109.5   161    68132.75   159   134    29   111  98.5 100.0    53    24    14    97] 1611.25
DE  | [  76.0    72     0 169.0  49.0    41   139 37.25    40    88    69    94  68.0  95.0   135    92    14    67] 1345.25
F   | [ 65.25 114.0 169.0     0100.25 145.5 161.0 119.0  90.0  64.0  34.0 141.5  94.5 73.25  60.0 108.5  34.5 101.5] 1675.75
H   | [ 73.25 109.5  49.0100.25     0  99.5 137.0111.375  32.0  37.0 136.0 136.5  54.5136.75  49.0 134.0  63.0 106.5] 1565.125
J   | [ 134.5   161    41 145.5  99.5     0   105127.25   191   120    87    98  61.0  93.0    60   129    88    47] 1787.75
AK  | [ 123.0    68   139 161.0 137.0   105     0 72.75    61    92    50   143  77.5 150.5    80    36    51    84] 1630.75
M   | [ 74.25132.75 37.25 119.0111.375127.25 72.75     0  69.0 79.25  72.0 72.2586.125 87.25 104.5 69.75  83.5 139.5] 1537.75
N   | [  78.5   159    40  90.0  32.0   191    61  69.0     0   129    47   101  71.5 146.5   112   122   136    65] 1650.5
GO  | [ 130.0   134    88  64.0  37.0   120    92 79.25   129     0   170    38 100.5 127.0    69    14    27    98] 1516.75
P   | [ 107.0    29    69  34.0 136.0    87    50  72.0    47   170     0    16  61.5  79.5   146   133   105    61] 1403.0
LQ  | [ 103.5   111    94 141.5 136.5    98   143 72.25   101    38    16     0 109.0  58.0    50    57    77    16] 1421.75
IT  | [  90.5  98.5  68.0  94.5  54.5  61.0  77.586.125  71.5 100.5  61.5 109.0     0110.25 118.5  90.5 104.0  99.0] 1495.375
U   | [  92.5 100.0  95.0 73.25136.75  93.0 150.5 87.25 146.5 127.0  79.5  58.0110.25     0  90.5 177.0  58.5 173.5] 1849.0
SRV | [ 135.0    53   135  60.0  49.0    60    80 104.5   112    69   146    50 118.5  90.5     0    16   136   113] 1527.5
W   | [  52.0    24    92 108.5 134.0   129    36 69.75   122    14   133    57  90.5 177.0    16     0   126    84] 1464.75
X   | [ 119.0    14    14  34.5  63.0    88    51  83.5   136    27   105    77 104.0  58.5   136   126     0    34] 1270.5
Y   | [  49.0    97    67 101.5 106.5    47    84 139.5    65    98    61    16  99.0 173.5   113    84    34     0] 1435.0

Q-Score Matrix:
                B         C        DE         F         H         J        AK         M         N        GO         P        LQ        IT         U       SRV         W         X         Y         Sum
B   | [         0    -962.5   -1691.0  -2204.25 -1957.625   -1139.0   -1177.5  -1913.25  -1953.75    -944.5  -1221.75   -1300.0 -1594.625  -1914.25   -870.25   -2218.5   -885.25  -2239.75] -26187.75
C   | [    -962.5         0   -1732.5   -1349.0 -1314.875    -662.0   -2086.0   -892.25   -558.75    -850.0  -2521.25   -1146.0 -1432.125  -1760.25  -2237.75   -2668.0  -2643.75  -1397.25] -26214.25
DE  | [   -1691.0   -1732.5         0    -148.0 -2077.375   -2436.0    -613.0  -2249.75  -2315.75   -1366.0  -1575.25   -1169.0 -1684.625  -1579.25   -577.75   -1246.0  -2377.75  -1641.25] -26480.25
F   | [  -2204.25   -1349.0    -148.0         0 -1536.625    -990.0    -569.5   -1190.5  -1796.25   -2104.5  -2500.75    -692.0 -1564.625   -2279.5  -2183.25   -1296.0  -2359.75  -1385.25] -26149.75
H   | [ -1957.625 -1314.875 -2077.375 -1536.625         0 -1661.375  -866.875   -1209.5 -2671.625 -2452.875  -656.125  -666.375   -2134.0 -1089.375 -2259.625  -751.875 -1764.625 -1189.625] -26260.375
J   | [   -1139.0    -662.0   -2436.0    -990.0 -1661.375         0   -1633.5  -1162.25   -191.25   -1264.5  -1711.75   -1543.5 -2246.125  -2055.75  -2295.25   -1059.5  -1562.25  -2423.75] -26037.75
AK  | [   -1177.5   -2086.0    -613.0    -569.5  -866.875   -1633.5         0  -1931.75  -2244.25   -1583.5  -2183.75    -621.5 -1808.625   -921.25  -1798.25   -2483.5  -2034.25  -1637.75] -26194.75
M   | [  -1913.25   -892.25  -2249.75   -1190.5   -1209.5  -1162.25  -1931.75         0  -2015.25  -1707.25  -1716.75  -1731.25   -1569.0   -1903.5  -1288.75  -1816.75  -1388.75   -601.25] -26287.75
N   | [  -1953.75   -558.75  -2315.75  -1796.25 -2671.625   -191.25  -2244.25  -2015.25         0   -974.25   -2254.5  -1355.25 -1930.375   -1009.0   -1274.0  -1041.25    -609.0   -1980.5] -26175.0
GO  | [    -944.5    -850.0   -1366.0   -2104.5 -2452.875   -1264.5   -1583.5  -1707.25   -974.25         0    -29.75   -2292.5 -1303.625  -1206.75  -1871.25   -2743.5  -2328.25  -1285.75] -26308.75
P   | [  -1221.75  -2521.25  -1575.25  -2500.75  -656.125  -1711.75  -2183.75  -1716.75   -2254.5    -29.75         0  -2552.75 -1852.875   -1900.5    -448.5   -606.75    -888.5   -1801.0] -26422.5
LQ  | [   -1300.0   -1146.0   -1169.0    -692.0  -666.375   -1543.5    -621.5  -1731.25  -1355.25   -2292.5  -2552.75         0 -1064.125  -2284.75  -2099.25   -1917.5  -1383.25  -2584.75] -26403.75
IT  | [ -1594.625 -1432.125 -1684.625 -1564.625   -2134.0 -2246.125 -1808.625   -1569.0 -1930.375 -1303.625 -1852.875 -1064.125         0 -1470.125 -1008.375 -1421.625  -997.875 -1247.375] -26330.125
U   | [  -1914.25  -1760.25  -1579.25   -2279.5 -1089.375  -2055.75   -921.25   -1903.5   -1009.0  -1206.75   -1900.5  -2284.75 -1470.125         0   -1838.0   -304.75   -2125.0    -334.5] -25976.5
SRV | [   -870.25  -2237.75   -577.75  -2183.25 -2259.625  -2295.25  -1798.25  -1288.75   -1274.0  -1871.25    -448.5  -2099.25 -1008.375   -1838.0         0  -2720.25    -486.0   -1041.5] -26298.0
W   | [   -2218.5   -2668.0   -1246.0   -1296.0  -751.875   -1059.5   -2483.5  -1816.75  -1041.25   -2743.5   -606.75   -1917.5 -1421.625   -304.75  -2720.25         0   -593.25  -1471.75] -26360.75
X   | [   -885.25  -2643.75  -2377.75  -2359.75 -1764.625  -1562.25  -2034.25  -1388.75    -609.0  -2328.25    -888.5  -1383.25  -997.875   -2125.0    -486.0   -593.25         0   -2127.5] -26555.0
Y   | [  -2239.75  -1397.25  -1641.25  -1385.25 -1189.625  -2423.75  -1637.75   -601.25   -1980.5  -1285.75   -1801.0  -2584.75 -1247.375    -334.5   -1041.5  -1471.75   -2127.5         0] -26390.5

Relation Matrix:
            B     C    DE     F     H     J    AK     M     N     P    LQ    IT     U   SRV   GOW     X     Y       Sum
B   | [     0 134.5  76.0 65.25 73.25 134.5 123.0 74.25  78.5  84.0 107.0 103.5  90.5  92.5 135.0 119.0  49.0] 1539.75
C   | [ 134.5     0    72 114.0 109.5   161    68132.75   159  72.0    29   111  98.5 100.0    53    14    97] 1525.25
DE  | [  76.0    72     0 169.0  49.0    41   139 37.25    40  83.0    69    94  68.0  95.0   135    14    67] 1248.25
F   | [ 65.25 114.0 169.0     0100.25 145.5 161.0 119.0  90.0 79.25  34.0 141.5  94.5 73.25  60.0  34.5 101.5] 1582.5
H   | [ 73.25 109.5  49.0100.25     0  99.5 137.0111.375  32.0  78.5 136.0 136.5  54.5136.75  49.0  63.0 106.5] 1472.625
J   | [ 134.5   161    41 145.5  99.5     0   105127.25   191 117.5    87    98  61.0  93.0    60    88    47] 1656.25
AK  | [ 123.0    68   139 161.0 137.0   105     0 72.75    61  57.0    50   143  77.5 150.5    80    51    84] 1559.75
M   | [ 74.25132.75 37.25 119.0111.375127.25 72.75     0  69.0  67.5  72.0 72.2586.125 87.25 104.5  83.5 139.5] 1456.25
N   | [  78.5   159    40  90.0  32.0   191    61  69.0     0 118.5    47   101  71.5 146.5   112   136    65] 1518.0
P   | [  84.0  72.0  83.0 79.25  78.5 117.5  57.0  67.5 118.5     0 144.5  40.5  88.5 145.0  35.5  69.5  84.0] 1364.75
LQ  | [ 107.0    29    69  34.0 136.0    87    50  72.0    47 144.5     0    16  61.5  79.5   146   105    61] 1244.5
IT  | [ 103.5   111    94 141.5 136.5    98   143 72.25   101  40.5    16     0 109.0  58.0    50    77    16] 1367.25
U   | [  90.5  98.5  68.0  94.5  54.5  61.0  77.586.125  71.5  88.5  61.5 109.0     0110.25 118.5 104.0  99.0] 1392.875
SRV | [  92.5 100.0  95.0 73.25136.75  93.0 150.5 87.25 146.5 145.0  79.5  58.0110.25     0  90.5  58.5 173.5] 1690.0
GOW | [ 135.0    53   135  60.0  49.0    60    80 104.5   112  35.5   146    50 118.5  90.5     0   136   113] 1478.0
X   | [ 119.0    14    14  34.5  63.0    88    51  83.5   136  69.5   105    77 104.0  58.5   136     0    34] 1187.0
Y   | [  49.0    97    67 101.5 106.5    47    84 139.5    65  84.0    61    16  99.0 173.5   113    34     0] 1337.0

Q-Score Matrix:
                B         C        DE         F         H         J        AK         M         N         P        LQ        IT         U       SRV       GOW         X         Y         Sum
B   | [         0    -913.0   -1572.0  -2078.25 -1840.375   -1044.0   -1131.5   -1808.0  -1801.75   -1560.5  -1072.25   -1251.0 -1484.625  -1749.75   -857.75   -822.75  -2092.75] -23080.25
C   | [    -913.0         0   -1621.5  -1283.75 -1245.875    -605.5   -1997.0    -857.5   -499.25   -1738.0  -2305.75   -1116.5 -1342.125  -1615.25  -2155.25  -2488.25  -1310.25] -23094.75
DE  | [   -1572.0   -1621.5         0   -126.75 -1936.875   -2248.5    -584.0   -2108.5  -2126.25   -1285.0  -1388.75   -1111.5 -1553.125  -1418.25   -566.25  -2211.25  -1513.25] -23371.75
F   | [  -2078.25  -1283.75   -126.75         0 -1451.125   -910.75   -566.25  -1134.75   -1660.5  -1679.25   -2283.0   -685.75 -1463.375   -2100.5   -2100.5   -2217.5   -1295.5] -23037.5
H   | [ -1840.375 -1245.875 -1936.875 -1451.125         0 -1536.875  -840.375 -1146.875 -2478.625 -1581.375  -541.125  -655.875   -1993.5  -974.625 -2166.625 -1651.625 -1105.625] -23147.375
J   | [   -1044.0    -605.5   -2248.5   -910.75 -1536.875         0   -1536.0   -1076.5   -118.25   -1141.0  -1508.75   -1455.5 -2073.125  -1858.25  -2174.25  -1435.25  -2241.25] -22963.75
AK  | [   -1131.5   -1997.0    -584.0   -566.25  -840.375   -1536.0         0   -1852.0  -2101.75   -2012.5  -2004.25    -639.0 -1712.625   -841.75  -1757.75  -1930.75  -1552.75] -23060.25
M   | [   -1808.0    -857.5   -2108.5  -1134.75 -1146.875   -1076.5   -1852.0         0  -1870.25   -1741.0  -1548.75   -1667.5 -1471.125  -1750.25  -1262.25  -1307.25   -561.25] -23163.75
N   | [  -1801.75   -499.25  -2126.25   -1660.5 -2478.625   -118.25  -2101.75  -1870.25         0   -986.75   -2010.5  -1269.25 -1766.875    -864.0   -1204.0    -529.0   -1815.0] -23102.0
P   | [   -1560.5   -1738.0   -1285.0  -1679.25 -1581.375   -1141.0   -2012.5   -1741.0   -986.75         0   -297.25   -2084.0 -1341.625   -734.75  -2274.75  -1439.75  -1357.75] -23255.25
LQ  | [  -1072.25  -2305.75  -1388.75   -2283.0  -541.125  -1508.75  -2004.25  -1548.75   -2010.5   -297.25         0  -2355.75 -1653.375   -1662.5    -386.5    -751.5   -1605.5] -23375.5
IT  | [   -1251.0   -1116.5   -1111.5   -685.75  -655.875   -1455.5    -639.0   -1667.5  -1269.25   -2084.0  -2355.75         0 -1016.125  -2129.25  -2045.25  -1322.25  -2448.25] -23252.75
U   | [ -1484.625 -1342.125 -1553.125 -1463.375   -1993.5 -2073.125 -1712.625 -1471.125 -1766.875 -1341.625 -1653.375 -1016.125         0 -1318.875  -974.875  -915.875 -1145.875] -23227.125
SRV | [  -1749.75  -1615.25  -1418.25   -2100.5  -974.625  -1858.25   -841.75  -1750.25    -864.0   -734.75   -1662.5  -2129.25 -1318.875         0   -1720.0   -1941.0    -251.0] -22930.0
GOW | [   -857.75  -2155.25   -566.25   -2100.5 -2166.625  -2174.25  -1757.75  -1262.25   -1204.0  -2274.75    -386.5  -2045.25  -974.875   -1720.0         0    -489.0   -1007.0] -23142.0
X   | [   -822.75  -2488.25  -2211.25   -2217.5 -1651.625  -1435.25  -1930.75  -1307.25    -529.0  -1439.75    -751.5  -1322.25  -915.875   -1941.0    -489.0         0   -1980.0] -23433.0
Y   | [  -2092.75  -1310.25  -1513.25   -1295.5 -1105.625  -2241.25  -1552.75   -561.25   -1815.0  -1357.75   -1605.5  -2448.25 -1145.875    -251.0   -1007.0   -1980.0         0] -23283.0

Relation Matrix:
            B    DE     F     H     J    AK     M     N     P    LQ    IT     U   SRV   GOW    CX     Y       Sum
B   | [     0119.75  76.0 65.25 73.25 134.5 123.0 74.25  78.5  84.0 107.0 103.5  90.5  92.5 135.0  49.0] 1406.0
DE  | [119.75     0  36.0 67.25 79.25 117.5  52.5101.125 140.5 63.75  60.0  87.0 94.25 72.25  87.5  58.5] 1237.125
F   | [  76.0  36.0     0 169.0  49.0    41   139 37.25    40  83.0    69    94  68.0  95.0   135    67] 1198.25
H   | [ 65.25 67.25 169.0     0100.25 145.5 161.0 119.0  90.0 79.25  34.0 141.5  94.5 73.25  60.0 101.5] 1501.25
J   | [ 73.25 79.25  49.0100.25     0  99.5 137.0111.375  32.0  78.5 136.0 136.5  54.5136.75  49.0 106.5] 1379.375
AK  | [ 134.5 117.5    41 145.5  99.5     0   105127.25   191 117.5    87    98  61.0  93.0    60    47] 1524.75
M   | [ 123.0  52.5   139 161.0 137.0   105     0 72.75    61  57.0    50   143  77.5 150.5    80    84] 1493.25
N   | [ 74.25101.125 37.25 119.0111.375127.25 72.75     0  69.0  67.5  72.0 72.2586.125 87.25 104.5 139.5] 1341.125
P   | [  78.5 140.5    40  90.0  32.0   191    61  69.0     0 118.5    47   101  71.5 146.5   112    65] 1363.5
LQ  | [  84.0 63.75  83.0 79.25  78.5 117.5  57.0  67.5 118.5     0 144.5  40.5  88.5 145.0  35.5  84.0] 1287.0
IT  | [ 107.0  60.0    69  34.0 136.0    87    50  72.0    47 144.5     0    16  61.5  79.5   146    61] 1170.5
U   | [ 103.5  87.0    94 141.5 136.5    98   143 72.25   101  40.5    16     0 109.0  58.0    50    16] 1266.25
SRV | [  90.5 94.25  68.0  94.5  54.5  61.0  77.586.125  71.5  88.5  61.5 109.0     0110.25 118.5  99.0] 1284.625
GOW | [  92.5 72.25  95.0 73.25136.75  93.0 150.5 87.25 146.5 145.0  79.5  58.0110.25     0  90.5 173.5] 1603.75
CX  | [ 135.0  87.5   135  60.0  49.0    60    80 104.5   112  35.5   146    50 118.5  90.5     0   113] 1376.5
Y   | [  49.0  58.5    67 101.5 106.5    47    84 139.5    65  84.0    61    16  99.0 173.5   113     0] 1264.5

Q-Score Matrix:
                B        DE         F         H         J        AK         M         N         P        LQ        IT         U       SRV       GOW        CX         Y         Sum
B   | [         0  -846.875  -1464.25   -1928.5 -1686.625   -913.25  -1054.25 -1633.375   -1592.0   -1433.0    -971.5  -1119.75 -1333.125  -1622.25    -757.5   -1935.5] -20291.75
DE  | [  -846.875         0 -1895.375 -1729.625  -1427.75  -999.375 -1942.875 -1061.375  -493.125 -1567.875 -1507.625 -1198.375   -1108.0 -1757.125 -1301.125 -1624.125] -20460.625
F   | [  -1464.25 -1895.375         0    -164.5 -1842.625   -2108.0    -606.5 -1980.625  -1961.75  -1240.25  -1333.75   -1054.5 -1462.875   -1377.0   -549.75  -1457.75] -20499.5
H   | [   -1928.5 -1729.625    -164.5         0 -1376.875    -843.5    -579.5 -1057.375  -1514.75   -1599.5  -2161.75    -645.0 -1368.375  -2006.25  -1977.75  -1243.25] -20196.5
J   | [ -1686.625  -1427.75 -1842.625 -1376.875         0 -1411.625  -817.625 -1049.875 -2262.875 -1488.875  -509.875  -598.125   -1846.5  -931.875 -2020.875 -1046.375] -20318.375
AK  | [   -913.25  -999.375   -2108.0    -843.5 -1411.625         0   -1443.0  -957.125    -23.25  -1049.25  -1390.25   -1321.0 -1894.375   -1733.5  -2001.25  -2084.25] -20173.0
M   | [  -1054.25 -1942.875    -606.5    -579.5  -817.625   -1443.0         0 -1743.125  -1941.75  -1925.25  -1913.75    -614.5 -1615.375    -839.5  -1669.75  -1497.75] -20204.5
N   | [ -1633.375 -1061.375 -1980.625 -1057.375 -1049.875  -957.125 -1743.125         0 -1669.625 -1615.625 -1431.625 -1523.625 -1333.875 -1636.125 -1150.125  -513.125] -20356.625
P   | [   -1592.0  -493.125  -1961.75  -1514.75 -2262.875    -23.25  -1941.75 -1669.625         0    -873.0   -1829.0  -1114.75 -1575.625   -769.75   -1060.0   -1653.0] -20334.25
LQ  | [   -1433.0 -1567.875  -1240.25   -1599.5 -1488.875  -1049.25  -1925.25 -1615.625    -873.0         0    -290.0  -1945.75 -1244.125   -715.75   -2131.0   -1291.5] -20410.75
IT  | [    -971.5 -1507.625  -1333.75  -2161.75  -509.875  -1390.25  -1913.75 -1431.625   -1829.0    -290.0         0  -2196.75 -1532.625  -1581.75    -357.0   -1520.0] -20527.25
U   | [  -1119.75 -1198.375   -1054.5    -645.0  -598.125   -1321.0    -614.5 -1523.625  -1114.75  -1945.75  -2196.75         0  -915.875   -2000.0  -1892.75  -2290.75] -20431.5
SRV | [ -1333.125   -1108.0 -1462.875 -1368.375   -1846.5 -1894.375 -1615.375 -1333.875 -1575.625 -1244.125 -1532.625  -915.875         0 -1234.625  -883.625 -1064.125] -20413.125
GOW | [  -1622.25 -1757.125   -1377.0  -2006.25  -931.875   -1733.5    -839.5 -1636.125   -769.75   -715.75  -1581.75   -2000.0 -1234.625         0  -1622.75   -265.75] -20094.0
CX  | [    -757.5 -1301.125   -549.75  -1977.75 -2020.875  -2001.25  -1669.75 -1150.125   -1060.0   -2131.0    -357.0  -1892.75  -883.625  -1622.75         0    -946.0] -20321.25
Y   | [   -1935.5 -1624.125  -1457.75  -1243.25 -1046.375  -2084.25  -1497.75  -513.125   -1653.0   -1291.5   -1520.0  -2290.75 -1064.125   -265.75    -946.0         0] -20433.25

Relation Matrix:
             B     DE      F      H      J     AK      M      N      P     LQ     IT    SRV    GOW     CX     UY       Sum
B   | [      0 119.75   76.0  65.25  73.25  134.5  123.0  74.25   78.5   84.0  107.0  68.25   90.5   92.5  135.0] 1321.75
DE  | [ 119.75      0   36.0  67.25  79.25  117.5   52.5101.125  140.5  63.75   60.0  64.75  94.25  72.25   87.5] 1156.375
F   | [   76.0   36.0      0  169.0   49.0     41    139  37.25     40   83.0     69   72.5   68.0   95.0    135] 1109.75
H   | [  65.25  67.25  169.0      0 100.25  145.5  161.0  119.0   90.0  79.25   34.0  113.5   94.5  73.25   60.0] 1371.75
J   | [  73.25  79.25   49.0 100.25      0   99.5  137.0111.375   32.0   78.5  136.0  113.5   54.5 136.75   49.0] 1249.875
AK  | [  134.5  117.5     41  145.5   99.5      0    105 127.25    191  117.5     87   64.5   61.0   93.0     60] 1444.25
M   | [  123.0   52.5    139  161.0  137.0    105      0  72.75     61   57.0     50  105.5   77.5  150.5     80] 1371.75
N   | [  74.25101.125  37.25  119.0111.375 127.25  72.75      0   69.0   67.5   72.0 97.875 86.125  87.25  104.5] 1227.25
P   | [   78.5  140.5     40   90.0   32.0    191     61   69.0      0  118.5     47   75.0   71.5  146.5    112] 1272.5
LQ  | [   84.0  63.75   83.0  79.25   78.5  117.5   57.0   67.5  118.5      0  144.5  54.25   88.5  145.0   35.5] 1216.75
IT  | [  107.0   60.0     69   34.0  136.0     87     50   72.0     47  144.5      0   30.5   61.5   79.5    146] 1124.0
SRV | [  68.25  64.75   72.5  113.5  113.5   64.5  105.5 97.875   75.0  54.25   30.5      0   96.0 107.75   73.5] 1137.375
GOW | [   90.5  94.25   68.0   94.5   54.5   61.0   77.5 86.125   71.5   88.5   61.5   96.0      0 110.25  118.5] 1172.625
CX  | [   92.5  72.25   95.0  73.25 136.75   93.0  150.5  87.25  146.5  145.0   79.5 107.75 110.25      0   90.5] 1480.0
UY  | [  135.0   87.5    135   60.0   49.0     60     80  104.5    112   35.5    146   73.5  118.5   90.5      0] 1287.0

Q-Score Matrix:
                B        DE         F         H         J        AK         M         N         P        LQ        IT       SRV       GOW        CX        UY         Sum
B   | [         0  -801.625   -1367.5   -1780.0 -1546.125    -883.0    -971.5   -1509.5  -1495.25   -1362.5   -947.75 -1503.625 -1227.375  -1506.75   -718.75] -17621.25
DE  | [  -801.625         0 -1762.125 -1586.625  -1296.75  -955.625 -1793.125  -967.875  -461.875 -1480.625 -1440.375  -1387.25   -1009.5 -1624.875 -1218.375] -17786.625
F   | [   -1367.5 -1762.125         0    -115.5 -1673.625   -1980.0    -535.5   -1815.5  -1822.25   -1164.5  -1267.75 -1232.125 -1330.375  -1259.75   -506.75] -17833.25
H   | [   -1780.0 -1586.625    -115.5         0 -1218.125    -779.0    -489.5    -933.0  -1384.25   -1479.0  -2019.75  -920.125 -1221.375  -1826.25  -1818.75] -17571.25
J   | [ -1546.125  -1296.75 -1673.625 -1218.125         0 -1301.125  -703.625  -917.875 -2074.375 -1367.625  -469.875   -798.25   -1659.5  -815.375 -1850.875] -17693.125
AK  | [    -883.0  -955.625   -1980.0    -779.0 -1301.125         0   -1346.0    -890.0    -42.75   -1016.0  -1350.25 -1678.625 -1762.875  -1622.25  -1891.25] -17498.75
M   | [    -971.5 -1793.125    -535.5    -489.5  -703.625   -1346.0         0   -1580.5  -1790.25   -1790.5  -1795.75 -1032.125 -1459.375   -744.75  -1538.75] -17571.25
